,symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage
315,MNST,90.88,1.09016,1940725.0,47977095000,0.0,50.06-95.11,-0.22,Monster Beverage Corp,USD,0000865752,US61174X1090,61174X109,Nasdaq Global Select,NASDAQ,Beverages Non-Alcoholic,http://monsterbevcorp.com/,"Monster Beverage Corporation, through its subsidiaries, develops, markets, sells, and distributes energy drink beverages and concentrates in the United States and internationally. It operates through three segments: Monster Energy Drinks, Strategic Brands, and Other. The company offers carbonated energy drinks, non-carbonated dairy based coffee and energy drinks, non-carbonated energy shakes, non-carbonated energy teas, non-carbonated energy drinks, and ready-to-drink packaged energy drinks primarily to bottlers and beverage distributors, as well as sells directly to retail grocery and specialty chains, wholesalers, club stores, drug stores, mass merchandisers, convenience chains, food service customers, and the military; and concentrates and/or beverage bases to bottling and canning operations. Monster Beverage Corporation sells its products under the Monster Energy, Monster Energy Ultra, Monster Rehab, Monster MAXX, Java Monster, Muscle Monster, Espresso Monster, Punch Monster, Juice Monster, Monster Hydro, Caffé Monster, Reign Total Body Fuel, Reign Inferno Thermogenic Fuel, Predator, Live+, NOS, Full Throttle, Burn, Mother, Nalu, Ultra Energy, Play and Power Play, Relentless, BPM, BU, Gladiator, Samurai, and Mutant brands. The company was formerly known as Hansen Natural Corporation and changed its name to Monster Beverage Corporation in January 2012. Monster Beverage Corporation was incorporated in 1990 and is headquartered in Corona, California.",Mr. Rodney Sacks,Consumer Defensive,US,1273,19517396200,1 Monster Way,Corona,CALIFORNIA,92879,-34.38,81.5498,https://financialmodelingprep.com/image-stock/MNST.png,1985-12-09,False
316,MO,42.97,0.50212,9279861.0,79856312000,3.4,30.95-46.22,0.5,Altria Group Inc,USD,0000764180,US02209S1033,02209S103,New York Stock Exchange,NYSE,Tobacco,https://www.altria.com/,"Altria Group, Inc., through its subsidiaries, manufactures and sells cigarettes, smokeless products, and wine in the United States. It offers cigarettes primarily under the Marlboro brand; cigars principally under the Black & Mild brand; and moist smokeless tobacco products under the Copenhagen, Skoal, Red Seal, and Husky brands, as well as provides on! oral nicotine pouches. The company also produces and sells varietal and blended table wines, and sparkling wines under the Chateau Ste. Michelle and 14 Hands names; owns Stag's Leap Wine Cellars, Conn Creek, Patz & Hall, and Erath wine brands; and imports and markets Antinori, Torres, and Villa Maria Estate wines, as well as Champagne Nicolas Feuillatte in the United States. In addition, it provides finance leasing services primarily in transportation, power generation, real estate, and manufacturing equipment industries. The company sells its tobacco products primarily to wholesalers, including distributors; and large retail organizations, such as chain stores. Altria Group, Inc. was founded in 1822 and is headquartered in Richmond, Virginia.",Mr. Howard Willard,Consumer Defensive,US,7300,18042742200,6601 W Broad St,Richmond,VIRGINIA,23230,-59.58,39.6427,https://financialmodelingprep.com/image-stock/MO.png,1923-03-15,False
317,MOS,29.09,1.856,5094438.0,11027727400,0.2,6.5-29.34,1.44,Mosaic Co,USD,0001285785,US61945C1036,61945C103,New York Stock Exchange,NYSE,Agricultural Inputs,http://www.mosaicco.com,"The Mosaic Company, through its subsidiaries, produces and markets concentrated phosphate and potash crop nutrients in North America and internationally. The company operates through three segments: Phosphates, Potash, and Mosaic Fertilizantes. It owns and operates mines, which produce concentrated phosphate crop nutrients, such as diammonium phosphate, monoammonium phosphate, and ammoniated phosphate products; and phosphate-based animal feed ingredients primarily under the Biofos and Nexfos brand names, as well as produces a double sulfate of potash magnesia product under K-Mag brand name. The company also produces and sells potash for use in the manufacturing of mixed crop nutrients and animal feed ingredients, and for industrial use; and for use in the de-icing and as a water softener regenerant, as well as fluorosilicic acid for water fluoridation. In addition, it provides nitrogen-based crop nutrients and animal feed ingredients, and other ancillary services; and purchases and sells phosphates, potash, and nitrogen products. The company sells its products to wholesale distributors, retail chains, cooperatives, independent retailers, and national accounts. The Mosaic Company was incorporated in 2004 and is headquartered in Tampa, Florida.",Mr. James O'Rourke,Basic Materials,US,12600,18137754200,101 E Kennedy Blvd Ste 2500,Tampa,FLORIDA,33602,19.24,20.2625,https://financialmodelingprep.com/image-stock/MOS.png,2011-05-20,False
318,MPC,49.48,2.14996,6764714.0,32194211800,2.9,15.26-60.35,1.83,Marathon Petroleum Corp,USD,0001510295,US56585A1025,56585A102,New York Stock Exchange,NYSE,Oil & Gas Refining & Marketing,http://www.marathonpetroleum.com,"Marathon Petroleum Corporation, together with its subsidiaries, engages in refining, marketing, retailing, and transporting petroleum products primarily in the United States. It operates through three segments: Refining & Marketing, Retail, and Midstream. The Refining & Marketing segment refines crude oil and other feed stocks at its 16 refineries in the West Coast, Gulf Coast, and Mid-Continent regions of the United States; and purchases refined products and ethanol for resale. Its refined products include transportation fuels, such as reformulated gasolines and blend-grade gasolines; heavy fuel oil; and asphalt. This segment also manufactures aromatics, propane, propylene, and sulfur. It sells refined products wholesale marketing customers domestically and internationally, buyers on the spot market, and independent entrepreneurs who operate primarily Marathon branded outlets. The Retail segment sells transportation fuels and convenience products in the retail market through company-owned and operated convenience stores, primarily under the Speedway brand; and long-term fuel supply contracts with direct dealers who operate locations mainly under the ARCO brand. The Midstream segment transports, stores, distributes, and markets crude oil and refined products through refining logistics assets, pipelines, terminals, towboats and barges; gathers, processes, and transports natural gas; and gathers, transports, fractionates, stores, and markets natural gas liquids. The company also exports its refined products. As of December 31, 2019, it owned, leased, and had ownership interests in approximately 17,200 miles of crude oil and refined product pipelines, as well as owned and operated 3,900 convenience stores; and had 6,900 retail outlets operated by independent entrepreneurs in 35 states of the United States, the District of Columbia, and Mexico. The company was founded in 1887 and is headquartered in Findlay, Ohio.",Mr. Michael Hennigan,Energy,US,60910,14194212159,539 S Main St,Findlay,OHIO,45840,,31.1197,https://financialmodelingprep.com/image-stock/MPC.png,2011-06-23,False
319,MRK,75.04,0.38603,9458833.0,189853467000,2.48,65.25-87.8,-0.76,Merck & Co Inc,USD,0000310158,US58933Y1055,58933Y105,New York Stock Exchange,NYSE,Drug Manufacturers General,http://www.merck.com/,"Merck & Co., Inc. provides healthcare solutions worldwide. The company offers therapeutic and preventive agents for cardiovascular, type 2 diabetes, chronic hepatitis C virus, HIV-1 infection, intra-abdominal, fungal infection, insomnia, and inflammatory diseases; neuromuscular blocking agents; cholesterol modifying medicines; and anti-bacterial and vaginal contraceptive products. It provides products to prevent chemotherapy-induced and post-operative nausea and vomiting; treat non-small-cell lung, ovarian and breast, esophageal, thyroid, cervical, and brain cancers; and prevent diseases caused by human papillomavirus, as well as vaccines for measles, mumps, rubella, varicella, shingles, rotavirus gastroenteritis, and pneumococcal diseases. In addition, the company offers drugs for hepatocellular and merkel cell carcinoma; antibiotic and anti-inflammatory drugs for infectious and respiratory diseases, fertility disorders, and pneumonia in cattle, bovine, and swine; vaccines for poultry; parasiticides for sea lice in salmon; and antibiotics and vaccines for fish. Further, it provides companion animal products; diabetes mellitus treatment and anthelmintic products for dogs and cats; products to treat fleas, ticks, mosquitoes, and sandflies; horse fertility management products for swine; and dog, cat, and horse vaccines. Additionally, the company offers services and solutions that focus on engagement, clinical, and health analytics. Merck & Co., Inc. has collaborations with AstraZeneca PLC; Bayer AG; Eisai Co., Ltd.; Almac Discovery Ltd.; Skyhawk Therapeutics, Inc.; Ridgeback Biotherapeutics; Shanghai Junshi Biosciences Co., Ltd.; FUJIFILM Corporation; Intec Pharma Ltd.; and Transcenta Holding Ltd. It serves drug wholesalers and retailers, hospitals, and government agencies; managed health care providers; and physicians and physician distributors, veterinarians, and animal producers. The company was founded in 1891 and is headquartered in Kenilworth, New Jersey.",Mr. Kenneth Frazier,Healthcare,US,71000,19087404000,2000 Galloping Hill Rd,Kenilworth,NEW JERSEY,07033,48.1,81.8204,https://financialmodelingprep.com/image-stock/MRK.png,1946-06-15,False
320,MRO,8.98,3.26614,29920932.0,7088730600,0.11,3.02-11.97,1.04,Marathon Oil Corp,USD,0000101778,US5658491064,565849106,New York Stock Exchange,NYSE,Oil & Gas E&P,https://www.marathonoil.com/,"Marathon Oil Corporation operates as an independent exploration and production company in the United States and Equatorial Guinea. The company engages in the exploration, production, and marketing of crude oil and condensate, natural gas liquids, and natural gas; and the production and marketing of products manufactured from natural gas, such as liquefied natural gas and methanol, as well as owns and operates 32 central gathering and treating facilities and the Sugarloaf gathering system, a 42-mile natural gas pipeline through Karnes and Atascosa Counties. As of December 31, 2019, it had estimated proved developed reserves totaling 721 million barrels of oil equivalent (mmboe); and estimated proved undeveloped reserves totaling 484 mmboe. The company was formerly known as USX Corporation and changed its name to Marathon Oil Corporation in July 2001. Marathon Oil Corporation was founded in 1887 and is headquartered in Houston, Texas.",Mr. Lee Tillman,Energy,US,2000,17136296600,P O Box 3128,Houston,TEXAS,77056-2723,-14.72,5.15926,https://financialmodelingprep.com/image-stock/MRO.png,1965-11-26,False
321,MS,74.23,1.48342,11449624.0,134296920000,1.4,27.2-77.76,1.01,Morgan Stanley,USD,0000895421,US6174464486,617446448,New York Stock Exchange,NYSE,Capital Markets,https://www.morganstanley.com/,"Morgan Stanley, a financial holding company, provides various financial products and services to corporations, governments, financial institutions, and individuals in the Americas, Europe, the Middle East, Africa, and Asia. The company operates through Institutional Securities, Wealth Management, and Investment Management segments. The Institutional Securities segment offers capital raising and financial advisory services, including services related to the underwriting of debt, equity, and other securities, as well as advice on mergers and acquisitions, restructurings, real estate, and project finance. This segment also provides sales and trading services, including sales, financing, prime brokerage, and market-making services in equity and fixed income products consisting of foreign exchange and commodities; corporate and commercial real estate loans, which provides secured lending facilities and financing for sales and trading customers, as well as asset-backed and mortgage lending; and wealth management services, investment, and research services. The Wealth Management segment offers various financial services and solutions covering brokerage and investment advisory services; financial and wealth planning services; stock plan administration services; annuity and insurance products; securities-based lending, residential real estate loans, and other lending products; and banking and retirement plan services to individual investors and small to medium-sized businesses and institutions. The Investment Management segment provides various investment strategies and products comprising equity, fixed income, liquidity, and alternative/other products to benefit/defined contribution plans, foundations, endowments, government entities, sovereign wealth funds, insurance companies, and third-party fund sponsors and corporations through a network of institutional and intermediary channels. Morgan Stanley was founded in 1924 and is headquartered in New York, New York.",Mr. James Gorman,Financial Services,US,63051,12127614000,1585 Broadway,New York City,NEW YORK,10036,-47.2,52.9977,https://financialmodelingprep.com/image-stock/MS.png,1986-03-21,False
322,MSCI,422.73,0.82861,470000.0,34917499000,2.9200000000000004,218.65-455.81,-7.08,MSCI Inc,USD,0001408198,US55354G1004,55354G100,New York Stock Exchange,NYSE,Financial Data & Stock Exchanges,https://www.msci.com/,"MSCI Inc., together with its subsidiaries, provides investment decision support tools for the clients to manage their investment processes worldwide. The company operates through four segments: Index, Analytics, ESG, and Real Estate. The Index segment primarily provides equity indexes for use in various areas of the investment process, including index-linked product creation and performance benchmarking, as well as portfolio construction and rebalancing, broker-dealer structured products, and asset allocation. The Analytics segment offers risk management, performance attribution and portfolio management content, applications, and services that provide clients with an integrated view of risk and return, and an analysis of market, credit, liquidity, and counterparty risk across various asset classes, spanning short, medium, and long-term time horizons; and various managed services for clients such as consolidation of client portfolio data from various sources, review and reconciliation of input data and results, and customized reporting consultants and investors in hedge funds. The ESG segment provides products and services that help institutional investors understand how environmental, social, and governance (ESG) factors impact the long-term risk of their investments; and data and ratings products for use in the construction of equity and fixed income indexes to help institutional investors benchmark ESG investment performance and issue index-based investment products, as well as manage, measure, and report on ESG mandates. The Real Estate segment offers real estate performance analysis for funds, investors, and managers. This segment provides products and services that include research, reporting, market data, and benchmarking; and business intelligence to real estate owners, managers, developers, and brokers. The company serves asset owners and managers, banks, and wealth managers. MSCI Inc. was founded in 1998 and is headquartered in New York, New York.",Mr. Henry Fernandez,Financial Services,US,3545,12128043990,"7 World Trade Center, 250 Greenwich Street, 49Th Floor",New York City,NEW YORK,10007,-224.83,367.623,https://financialmodelingprep.com/image-stock/MSCI.png,2007-11-15,False
323,MSFT,242.47,0.85519,29134222.0,1828762030000,2.09,132.52-245.09,0.27,Microsoft Corp,USD,0000789019,US5949181045,594918104,Nasdaq Global Select,NASDAQ,Software Infrastructure,https://www.microsoft.com/en-us,"Microsoft Corporation develops, licenses, and supports software, services, devices, and solutions worldwide. Its Productivity and Business Processes segment offers Office, Exchange, SharePoint, Microsoft Teams, Office 365 Security and Compliance, and Skype for Business, as well as related Client Access Licenses (CAL); Skype, Outlook.com, and OneDrive; LinkedIn that includes Talent, Learning, Sales, and Marketing solutions, as well as premium subscriptions; and Dynamics 365, a set of cloud-based and on-premises business solutions for small and medium businesses, large organizations, and divisions of enterprises. Its Intelligent Cloud segment licenses SQL and Windows Servers, Visual Studio, System Center, and related CALs; GitHub that provides a collaboration platform and code hosting service for developers; and Azure, a cloud platform. It also offers support services and Microsoft consulting services to assist customers in developing, deploying, and managing Microsoft server and desktop solutions; and training and certification to developers and IT professionals on various Microsoft products. Its More Personal Computing segment provides Windows original equipment manufacturer (OEM) licensing and other non-volume licensing of the Windows operating system; Windows Commercial, such as volume licensing of the Windows operating system, Windows cloud services, and other Windows commercial offerings; patent licensing; Windows Internet of Things; and MSN advertising. It also offers Surface, PC accessories, PCs, tablets, gaming and entertainment consoles, and other intelligent devices; Gaming, including Xbox hardware, and Xbox content and services; video games and third-party video game royalties; and Search, including Bing and Microsoft advertising. It sells its products through OEMs, distributors, and resellers; and directly through digital marketplaces, online stores, and retail stores. The company was founded in 1975 and is headquartered in Redmond, Washington.",Mr. Satya Nadella,Technology,US,163000,14258828080,1 Microsoft Way,Redmond,WASHINGTON,98052,-60.78,216.567,https://financialmodelingprep.com/image-stock/MSFT.png,1986-03-13,False
324,MSI,182.54,0.78923,857435.0,30944729100,2.6300000000000003,120.77-187.49,0.45,Motorola Solutions Inc,USD,0000068505,US6200763075,620076307,New York Stock Exchange,NYSE,Communication Equipment,https://www.motorolasolutions.com/,"Motorola Solutions, Inc. provides mission-critical communication solutions in the United States, the United Kingdom, Canada, and internationally. The company operates in two segments, Products and Systems Integration, and Services and Software. The Products and Systems Integration segment offers a portfolio of infrastructure, devices, accessories, and video solutions, as well as the implementation, optimization, and integration of networks, devices, software, and applications for government, public safety and first-responder agencies, municipalities, and commercial and industrial customers. Its products include two-way portable and vehicle-mounted radios, accessories, software features, and upgrades; video cameras; radio network core and central processing software, base stations, consoles, and repeaters; and video analytics, network video management hardware and software, and access control solutions. The Services segment provides repair, technical support, and hardware maintenance services. This segment also offers monitoring, software updates, and cybersecurity services; and public safety and enterprise command center software suite, unified communications applications, and video software solutions. It serves for government, public safety, and commercial communication networks. The company was formerly known as Motorola, Inc. and changed its name to Motorola Solutions, Inc. in January 2011. Motorola Solutions, Inc. was founded in 1928 and is headquartered in Chicago, Illinois.",Mr. Gregory Brown,Technology,US,17000,18475765000,500 W Monroe St,Chicago,ILLINOIS,60661,,176.19,https://financialmodelingprep.com/image-stock/MSI.png,2010-12-17,False
325,MTB,142.9,1.2781,971840.0,18334498800,4.4,85.09-171.05,2.5,M&T Bank Corp,USD,0000036270,US55261F1049,55261F104,New York Stock Exchange,NYSE,Banks Regional,https://www.mtb.com,"M&T Bank Corporation operates as the holding company for Manufacturers and Traders Trust Company; and Wilmington Trust, National Association that provide banking services. The company's Business Banking segment offers deposits, business loans and leases, and credit cards; and cash management, payroll, and letters of credit services to small businesses and professionals. Its Commercial Banking segment provides credit and banking services for middle-market and large commercial customers. The company's Commercial Real Estate segment offers multifamily residential and commercial real estate credit, and deposit services. Its Discretionary Portfolio segment provides deposits; securities, residential real estate loans, and other assets; and short and long term borrowed funds, as well as foreign exchange services. The company's Residential Mortgage Banking segment offers residential real estate loans for consumers and sells those loans in the secondary market; and purchases servicing rights to loans originated by other entities. Its Retail Banking segment offers demand, savings, and time accounts; consumer installment loans, automobile and recreational finance loans, home equity loans and lines of credit, and credit cards; mutual funds and annuities; and other services. The company also provides trust and wealth management; fiduciary and custodial; investment management; and insurance agency services. It offers its services through banking offices, business banking centers, telephone and Internet banking, mobile banking, and automated teller machines. As of December 31, 2019, the company operates 731 domestic banking offices in New York State, Maryland, New Jersey, Pennsylvania, Delaware, Connecticut, Virginia, West Virginia, and the District of Columbia; a full-service commercial banking office in Ontario, and Canada; and an office in George Town, Cayman Islands. M&T Bank Corporation was founded in 1856 and is headquartered in Buffalo, New York.",Mr. Rene Jones,Financial Services,US,16980,17168425390,1 M And T Plz Fl 5,Buffalo,NEW YORK,14203,-166.5,109.686,https://financialmodelingprep.com/image-stock/MTB.png,1998-06-01,False
326,MTD,1209.27,1.03831,130375.0,28774096900,0.0,579.4-1271.67,14.07,Mettler-Toledo International Inc,USD,0001037646,US5926881054,592688105,New York Stock Exchange,NYSE,Diagnostics & Research,https://www.mt.com/,"Mettler-Toledo International Inc. manufactures and supplies precision instruments and services worldwide. It operates in five segments: U.S. Operations, Swiss Operations, Western European Operations, Chinese Operations, and Other. The company offers weighing instruments for laboratory, industrial, packaging, logistics, and food retailing applications; various related analytical instruments and automated chemistry solutions used in drug and chemical compound discovery and development; metal detection and other end-of-line product inspection systems used in production and packaging for food processing and packaging, pharmaceutical, packaged consumer goods, and other industries; and solutions that are used in various process analytics applications. Its laboratory instruments include laboratory balances, liquid pipetting solutions, automated laboratory reactors, titrators, pH meters, process analytics sensors and analyzer technologies, physical value analyzers, thermal analysis systems, and other analytical instruments; and LabX, a PC-based laboratory software platform. The company's industrial instruments comprise industrial weighing instruments and related terminals, automatic dimensional measurement and data capture solutions, vehicle scale systems, industrial software, and product inspection systems. Its retail weighing solutions consist of networked scales and software, and stand-alone scales for handling fresh goods, such as meats, vegetables, fruits, and cheeses. The company serves the life science industry, and independent research organizations; food and beverage producers; food retailers; chemical, specialty chemical, and cosmetics companies; food retailers; transportation and logistics, metals, and electronics industries; and the academic community. The company markets its products through its direct sales force and indirect distribution channels. Mettler-Toledo International Inc. was incorporated in 1991 and is based in Columbus, Ohio.",Mr. Oliver Filliol,Healthcare,US,14850,16144384511,1900 Polaris Pkwy,Columbus,OHIO,43240,-513.59,1040.26,https://financialmodelingprep.com/image-stock/MTD.png,1997-11-13,False
327,MU,84.01,1.30831,17988170.0,93979468000,0.0,31.13-87.25,2.91,Micron Technology Inc,USD,0000723125,US5951121038,595112103,Nasdaq Global Select,NASDAQ,Semiconductors,https://www.micron.com/,"Micron Technology, Inc. designs, manufactures, and sells memory and storage products worldwide. The company operates through four segments: Compute and Networking Business Unit, Mobile Business Unit, Storage Business Unit, and Embedded Business Unit. It offers memory and storage technologies, including DRAM, NAND, NOR, and 3D XPoint memory under the Micron and Crucial brands, as well as through private labels. The company provides memory products for the cloud server, enterprise, client, graphics, and networking markets, as well as for smartphone and other mobile-device markets; SSDs and component-level solutions for the enterprise and cloud, client, and consumer storage markets; other discrete storage products in component and wafer forms for the removable storage markets, as well as 3D XPoint memory products; and memory and storage products for the automotive, industrial, and consumer markets. It markets its products through its direct sales force, independent sales representatives, distributors, and retailers; and web-based customer direct sales channel, as well as through channel and distribution partners. Micron Technology, Inc. was founded in 1978 and is headquartered in Boise, Idaho.",Mr. Sanjay Mehrotra,Technology,US,40000,12083684000,"8000 S Federal Way, PO Box 6",Boise,IDAHO,,129.05,59.5672,https://financialmodelingprep.com/image-stock/MU.png,1984-06-01,False
328,MXIM,91.58,1.25426,2078798.0,24547194900,1.44,41.93-98.44,2.38,Maxim Integrated Products Inc,USD,0000743316,US57772K1016,57772K101,Nasdaq Global Select,NASDAQ,Semiconductors,https://www.maximintegrated.com/en.html,"Maxim Integrated Products, Inc. designs, develops, manufactures, and markets a range of linear and mixed-signal integrated circuits in the United States, China, rest of Asia, Europe, and internationally. The company also provides various high-frequency process technologies and capabilities used in custom designs. It serves automotive, communications and data center, consumer, and industrial markets. The company markets its products through a direct-sales and applications organization, as well as through its own and other unaffiliated distribution channels. Maxim Integrated Products, Inc. was founded in 1983 and is headquartered in San Jose, California.",Mr. Tunc Doluca,Technology,US,7115,14086011000,160 RIO ROBLES,San Jose,CALIFORNIA,95134,-27.79,79.2833,https://financialmodelingprep.com/image-stock/MXIM.png,1994-01-01,False
329,MYL,15.855,1.47562,9436123.0,8586211300,0.0,12.75-23.11,0.305,Mylan NV,USD,0001623613,NL0011031208,N59465109,Nasdaq Global Select,NASDAQ,Drug Manufacturers General Specialty & Generic,https://www.mylan.com,"Mylan N.V., together with its subsidiaries, develops, licenses, manufactures, markets, and distributes generic, branded-generic, brand-name, and over-the-counter (OTC) pharmaceutical products in North America, Europe, and internationally. It offers active pharmaceutical ingredients and finished dosage forms; and antiretroviral medicines to treat HIV/AIDS. The company also provides prescription products, such as EpiPen Auto-Injector; Perforomist Inhalation Solution; Dymista; Creon; and Influvac, as well as YUPELRI, an inhalation solution for the maintenance treatment of patients with chronic obstructive pulmonary diseases. In addition, it markets OTC products, including Cold-EEZE, MidNite, Vivarin, Brufen, CB12, and EndWarts. The company offers its products to therapeutic areas, such as cardiovascular, CNS and anesthesia, dermatology, diabetes and metabolism, gastroenterology, immunology, infectious disease, oncology, respiratory and allergy, and women's health. Its customers include retail pharmacies, wholesalers and distributors, payers, and insurers and governments, as well as institutions, such as hospitals. Mylan N.V. has collaboration and license agreements with Pfizer Inc.; Momenta Pharmaceuticals, Inc.; Theravance Biopharma, Inc.; Biocon Ltd.; Fujifilm Kyowa Kirin Biologics Co. Ltd; and Revance Therapeutics, Inc. The company was founded in 1961 and is based in Hatfield, the United Kingdom.",Ms. Heather Bresch,Healthcare,GB,35000,441707853000,"Unit 4, Trident Place, Mosquito Way",Hatfield,HERTFORDSHIRE,AL10 9UL,,16.0608,https://financialmodelingprep.com/image-stock/MYL.png,1998-03-06,False
330,NBL,8.46,2.62974,5975140.0,4100139010,0.04,2.73-425.0,0.0,Noble Energy Inc,USD,0000072207,US6550441058,655044105,New York Stock Exchange,NASDAQ,Oil & Gas E&P,https://www.nblenergy.com/,"Noble Energy, Inc. operates as an exploration and production company. The company is headquartered in Houston, Texas and currently employs 2,330 full-time employees. The firm is engaged in crude oil, natural gas and natural gas liquids (NGLs) exploration, development and production. The firm's segments include United States, including the United States onshore; Eastern Mediterranean, including offshore Israel and Cyprus; West Africa, including offshore Equatorial Guinea, Cameroon and Gabon; Other International and Corporate, including Newfoundland, Suriname and other ventures; and Midstream. Its portfolio of assets is diversified through the United States and production mix among crude oil, natural gas and NGLs. Its business focuses on the United States unconventional basins and conventional basins. The company also owns midstream assets used in the processing and transportation of its onshore production in the United States. The firm's exploration activities include geophysical and geological evaluation; analysis of commercial, regulatory and political risks and exploratory drilling.",Mr. David Stover,Energy,US,2282,12818723100,1001 NOBLE ENERGY WAY,Houston,TEXAS,77070,,9.47255,https://financialmodelingprep.com/image-stock/NBL.png,1980-06-10,False
331,NCLH,25.01,2.74821,23039946.0,6893656600,0.0,7.03-54.28,0.29,Norwegian Cruise Line Holdings Ltd,USD,0001513761,BMG667211046,G66721104,New York Stock Exchange,NYSE,Travel Services,http://www.nclhltd.com/,"Norwegian Cruise Line Holdings Ltd., together with its subsidiaries, operates as a cruise company in the North America, Europe, the Asia-Pacific, and internationally. The company operates the Norwegian Cruise Line, Oceania Cruises, and Regent Seven Seas Cruises brands. It offers cruise itineraries ranging from a few days to 180-days calling on various locations, including destinations in Scandinavia, Russia, the Mediterranean, the Greek Isles, Alaska, Canada and New England, India and the rest of Asia, Tahiti and the South Pacific, Australia and New Zealand, Africa, South America, the Panama Canal, the Caribbean, and Harvest Caye. As of February 20, 2020, the company had 28 ships with approximately 59,150 berths. It distributes its products through retail/travel advisor, international travel advisor, and onboard cruise sales channels, as well as meetings, incentives, and charters. The company was founded in 1966 and is headquartered in Miami, Florida.",Mr. Frank Del Rio,Consumer Cyclical,US,36000,13054364000,7665 CORPORATE DRIVE,Miami,FLORIDA,33126,91.46,18.1182,https://financialmodelingprep.com/image-stock/NCLH.png,2013-01-16,False
332,NDAQ,142.45,0.81499,941856.0,23398551600,1.94,71.66-145.4,-0.14,Nasdaq Inc,USD,0001120193,US6311031081,631103108,Nasdaq Global Select,NASDAQ,Financial Data & Stock Exchanges,https://www.nasdaq.com/,"Nasdaq, Inc. operates as a technology company that serves capital markets and other industries worldwide. The company's Market Services segment includes equity derivative trading and clearing, cash equity trading, fixed income and commodities trading and clearing, and trade management service businesses. This segment operates various exchanges and other marketplace facilities across various asset classes, which consist of commodities, cash equity, debt, structured products, and exchange traded products; and provides broker, clearing, settlement, and central depository services. Its Corporate Services segment includes listing services and corporate solution businesses that deliver critical capital market and governance solutions to public and private companies. The company's Information Services segment provides market data, index, and investment data and analytics to institutional and retail investors. Its Market Technology segment offers technology solutions for trading, clearing, settlement, surveillance, depository, and information dissemination to markets. It also provides Nasdaq Trade Surveillance solution, a managed service designed for brokers and other market participants; and Nasdaq Risk, a suite of products that offer a real-time, multi-tiered risk solution that integrates pre-, at-and on-trade risk management and margining. In addition, the company offers corporate responsibility and environmental, social, and governance data management and reporting services. The company was formerly known as The NASDAQ OMX Group, Inc. and changed its name to Nasdaq, Inc. in September 2015. Nasdaq, Inc. was founded in 1971 and is headquartered in New York, New York.",Ms. Adena Friedman,Financial Services,US,4776,12124018700,151 W. 42ND STREET,New York City,NEW YORK,10036,-31.89,134.358,https://financialmodelingprep.com/image-stock/NDAQ.png,2002-07-01,False
333,NEE,83.4,0.2149,7641758.0,163386442000,2.4499999999999997,43.7-87.69,-0.2,Nextera Energy Inc,USD,0000753308,US65339F1012,65339F101,New York Stock Exchange,NYSE,Utilities Regulated Electric,http://www.nexteraenergy.com,"NextEra Energy, Inc., through its subsidiaries, generates, transmits, and distributes electric power in North America. The company generates electricity through wind, solar, nuclear, coal, oil, and natural gas facilities. It also develops, constructs, and operates long-term contracted assets with a focus on renewable generation facilities, natural gas pipelines, and battery storage projects; and owns, develops, constructs, manages, and operates electric generation facilities in wholesale energy markets. In addition, the company engages in the energy-related commodity marketing and trading activities. The company was formerly known as FPL Group, Inc. and changed its name to NextEra Energy, Inc. in May 2010. NextEra Energy, Inc. was founded in 1925 and is headquartered in Juno Beach, Florida.",Mr. James Robo,Utilities,US,14800,15616944000,700 Universe Blvd,Juno Beach,FLORIDA,33408,1564.99,299.018,https://financialmodelingprep.com/image-stock/NEE.png,1950-02-15,False
334,NEM,60.42,0.25181,6302232.0,48538890000,1.04,33.0-72.22,1.12,Newmont Corporation,USD,0001164727,US6516391066,651639106,New York Stock Exchange,NYSE,Gold,http://www.newmont.com,"Newmont Corporation engages in the production and exploration of gold, copper, silver, zinc, and lead. The company has operations and/or assets in the United States, Canada, Mexico, Dominican Republic, Peru, Suriname, Argentina, Chile, Australia, and Ghana. As of December 31, 2019, it had proven and probable gold reserves of 100.2 million ounces and land position of 68,300 square kilometers. The company has a strategic alliance agreement with Kirkland Lake Gold Ltd. to assess regional exploration opportunities around the company's Timmins properties and Kirkland's Holt Complex in Ontario, Canada. Newmont Corporation was founded in 1916 and is headquartered in Greenwood Village, Colorado.",Mr. Thomas Palmer,Basic Materials,US,16600,13038637414,6363 S Fiddlers Green Cir,Greenwood Village,COLORADO,80111,-245.58,64.5234,https://financialmodelingprep.com/image-stock/NEM.png,1940-01-27,False
