,symbol,name,price,changesPercentage,change,dayLow,dayHigh,yearHigh,yearLow,marketCap,priceAvg50,priceAvg200,volume,avgVolume,exchange,open,previousClose,eps,pe,earningsAnnouncement,sharesOutstanding,timestamp
219,HFC,HollyFrontier Corporation,31.93,5.73,1.73,30.4601,32.14,45.49,16.81,5173202432.0,27.469063,24.15146,2462345.0,3061357.0,NYSE,30.62,30.2,-2.615,,2021-02-24T13:30:00.000+0000,162016988.0,1612826399
220,HIG,"The Hartford Financial Services Group, Inc.",50.31,-0.26,-0.13,49.59,50.55,59.91,19.04,18036135936.0,49.70375,43.292263,1868471.0,2201555.0,NYSE,50.5,50.44,4.76,10.569327,2021-02-04T16:15:00.000+0000,358500019.0,1612826399
221,HII,"Huntington Ingalls Industries, Inc.",165.02,0.68,1.12,163.84,166.25,271.14,136.44,6682088960.0,166.12906,159.5054,296543.0,378952.0,NYSE,165.15,163.9,14.579,11.31902,2021-02-11T13:30:00.000+0000,40492601.0,1612826399
222,HLT,Hilton Worldwide Holdings Inc.,112.32,0.58,0.65,110.6196,113.16,116.73,44.3,31147345920.0,107.7625,95.83467,2060895.0,2723483.0,NYSE,112.69,111.67,-1.137,,2021-02-17T13:30:00.000+0000,277308991.0,1612826399
223,HOG,"Harley-Davidson, Inc.",35.44,5.19,1.75,34.24,35.6,43.47,14.31,5432207872.0,38.295937,32.49562,3703964.0,2255377.0,NYSE,34.5,33.69,0.008,4429.9995,2021-02-02T06:50:07.000+0000,153279003.0,1612826399
224,HOLX,"Hologic, Inc.",82.28,-0.63,-0.52,81.72,83.79,85.0,26.49,21200429056.0,76.82625,69.720726,1728773.0,1977649.0,NASDAQ,83.01,82.8,5.265,15.62773,2021-01-27T16:01:00.000+0000,257661996.0,1612826399
225,HON,Honeywell International Inc.,203.86,0.46,0.94,202.56,204.9,216.7,101.08,143045705728.0,206.005,183.30219,2075204.0,3031995.0,NYSE,203.82,202.92,6.72,30.336311,2021-01-29T06:58:04.000+0000,701685989.0,1612826399
226,HP,"Helmerich & Payne, Inc.",26.92,2.47,0.65,26.205,27.03,46.37,12.4,2942113792.0,24.948126,19.583431,810002.0,1658422.0,NYSE,26.64,26.27,-4.603,,2021-02-09T21:00:00.000+0000,109291003.0,1612826399
227,HPE,Hewlett Packard Enterprise Company,13.5,2.74,0.36,13.08,13.53,15.18,7.43,17462249472.0,12.169063,10.486789,9013973.0,10136445.0,NYSE,13.09,13.14,-0.25,,2020-12-01T16:05:01.000+0000,1293499961.0,1612826399
228,HPQ,HP Inc.,27.3,4.4,1.15,26.31,27.36,27.36,12.54,35207168000.0,24.944687,20.84905,8422847.0,9020765.0,NYSE,26.37,26.15,2.0,13.65,2021-02-25T21:00:00.000+0000,1289639853.0,1612826399
229,HRB,"H&R Block, Inc.",19.03,0.26,0.05,18.95,19.21,23.71,11.29,3490444544.0,16.671875,16.368467,1876861.0,3150232.0,NYSE,19.08,18.98,1.022,18.620354,2020-12-08T08:32:00.000+0000,183418000.0,1612826399
230,HRL,Hormel Foods Corporation,49.8,1.51,0.74,49.0,49.83,52.97,39.01,26887917568.0,46.547813,49.030293,2612662.0,2551727.0,NYSE,49.12,49.06,1.66,30.0,2020-11-24T06:30:04.000+0000,539918023.0,1612826399
231,HSIC,"Henry Schein, Inc.",70.78,0.93,0.65,70.0,71.77,74.89,41.85,10105684992.0,68.78,65.58066,456488.0,818032.0,NASDAQ,70.45,70.13,4.089,17.309855,2021-02-17T13:30:00.000+0000,142775996.0,1612826399
232,HST,"Host Hotels & Resorts, Inc.",14.3,0.74,0.105,13.94,14.31,17.4,7.86,10086218752.0,14.291875,12.521898,5555675.0,9111437.0,NASDAQ,14.19,14.195,-0.83,,2021-02-18T21:00:00.000+0000,705329983.0,1612826399
233,HSY,The Hershey Company,149.33,1.86,2.73,147.33,151.37,161.83,109.88,31082143744.0,149.07,146.98335,2025607.0,874255.0,NYSE,151.25,146.6,6.11,24.440262,2021-02-04T08:30:00.000+0000,208144002.0,1612826399
234,HUM,Humana Inc.,378.34,-0.25,-0.96,374.64,382.0,474.7,208.25,48753270784.0,404.49405,410.07855,1399718.0,966095.0,NYSE,381.89,379.3,25.31,14.948242,2021-04-28T06:30:00.000+0000,128861000.0,1612826399
235,IBM,International Business Machines Corporation,123.61,1.49,1.82,122.4,123.977,155.6,90.56,110143561728.0,124.60594,122.55942,5883603.0,6322195.0,NYSE,122.62,121.79,6.229,19.844276,2021-01-21T16:16:00.000+0000,891057048.0,1612826399
236,ICE,"Intercontinental Exchange, Inc.",113.46,-0.64,-0.73,113.15,114.58,119.02,63.51,63731277824.0,114.116875,104.37635,2510999.0,2444467.0,NYSE,114.48,114.19,3.77,30.095491,2021-04-29T12:30:00.000+0000,561707014.0,1612826399
237,IDXX,"IDEXX Laboratories, Inc.",495.76,-1.37,-6.88,491.44,510.25,522.9,168.65,42288279552.0,492.78967,430.27145,386803.0,408639.0,NASDAQ,504.31,502.64,6.71,73.88376,2021-02-02T06:30:05.000+0000,85299902.0,1612826399
238,IEX,IDEX Corporation,198.43,3.16,6.08,191.69,199.39,211.71,104.56,15022301184.0,196.51312,186.31409,870067.0,405877.0,NYSE,193.25,192.35,4.94,40.168015,2021-02-03T16:30:00.000+0000,75705796.0,1612826399
239,IFF,International Flavors & Fragrances Inc.,127.25,0.15,0.19,125.32,128.82,143.09,92.14,31644274688.0,116.83719,117.46029,7217457.0,4964024.0,NYSE,127.87,127.06,3.342,38.076004,2021-02-10T21:00:00.000+0000,248677994.0,1612826399
240,ILMN,"Illumina, Inc.",451.06,5.16,22.15,431.02,451.36,453.68,196.78,65854758912.0,392.60312,347.43146,1093923.0,1124308.0,NASDAQ,432.44,428.91,4.314,104.55725,2021-02-11T21:00:00.000+0000,145999998.0,1612826399
241,INCY,Incyte Corporation,93.62,3.75,3.38,90.1,93.71,110.37,62.48,20502405120.0,90.997185,90.10869,951897.0,1115354.0,NASDAQ,91.08,90.24,-1.552,,2021-02-09T07:00:00.000+0000,218995996.0,1612826399
242,INFO,IHS Markit Ltd.,89.42,0.11,0.1,88.87,89.64,101.45,44.81,35463254016.0,88.05531,84.6735,1718331.0,3351960.0,NYSE,89.25,89.32,2.17,41.20737,2021-01-13T06:00:27.000+0000,396591971.0,1612826399
243,INTC,Intel Corporation,59.16,1.68,0.98,57.95,59.21,68.09,43.61,240367075328.0,53.6225,50.338905,29490886.0,40644759.0,NASDAQ,58.375,58.18,4.94,11.975708,2021-01-21T21:00:00.000+0000,4062999921.0,1612826399
244,INTU,Intuit Inc.,389.74,0.09,0.36,386.88,395.15,398.12,187.68,106806689792.0,375.23312,342.96503,873137.0,1342000.0,NASDAQ,393.48,389.38,7.446,52.342194,2021-02-23T21:00:00.000+0000,274046004.0,1612826399
245,IP,International Paper Company,47.84,1.72,0.81,46.99,47.85,53.39,26.38,18805665792.0,50.307186,44.44321,2997195.0,2915227.0,NYSE,47.4,47.03,1.22,39.213116,2021-04-29T12:30:00.000+0000,393095021.0,1612826399
246,IPG,"The Interpublic Group of Companies, Inc.",26.61,2.42,0.63,25.97,26.65,26.65,11.63,10378831872.0,24.40125,20.556204,4722799.0,3714431.0,NYSE,26.21,25.98,1.448,18.377073,2021-02-10T13:30:00.000+0000,390035020.0,1612826399
247,IPGP,IPG Photonics Corporation,243.12,1.97,4.69,240.15,245.874,262.55,98.04,12958466048.0,233.31406,193.93379,156920.0,248903.0,NASDAQ,240.82,238.43,1.968,123.53658,2021-02-16T13:30:00.000+0000,53300699.0,1612826399
248,IQV,IQVIA Holdings Inc.,186.91,0.44,0.81,186.415,189.08,192.34,81.79,35835506688.0,182.60562,168.05182,1344015.0,971180.0,NYSE,187.47,186.1,0.906,206.30243,2021-02-10T13:30:00.000+0000,191726000.0,1612826399
249,IR,Trane Technologies plc,44.05,0.62,0.27,43.69,44.2,47.78,17.01,18397747200.0,44.93281,39.575256,1275218.0,1962811.0,NYSE,43.84,43.78,-0.486,,2021-02-22T21:00:00.000+0000,417656009.0,1612826399
250,IRM,Iron Mountain Incorporated,33.09,2.13,0.69,32.3,33.2,41.32,21.0,9535579136.0,30.49125,28.724525,2172643.0,4357529.0,NYSE,32.47,32.4,0.46,71.934784,2021-02-24T13:30:00.000+0000,288171023.0,1612826399
251,ISRG,"Intuitive Surgical, Inc.",769.99,1.02,7.74,762.01,775.04,826.81,360.5,90516176896.0,786.54565,732.9073,404379.0,575132.0,NASDAQ,768.26,762.25,8.82,87.30045,2021-01-21T16:05:01.000+0000,117555003.0,1612826399
252,IT,"Gartner, Inc.",168.11,2.19,3.61,165.01,168.81,169.77,76.91,15010020352.0,160.08563,141.51146,725939.0,381939.0,NYSE,165.88,164.5,2.372,70.87268,2021-02-09T13:30:00.000+0000,89286898.0,1612826399
253,ITW,Illinois Tool Works Inc.,204.24,1.01,2.05,202.2403,205.38,224.69,115.94,64646045696.0,202.58406,200.25847,1278503.0,1095790.0,NYSE,203.0,202.19,6.63,30.80543,2021-02-05T08:00:00.000+0000,316520004.0,1612826399
254,IVZ,Invesco Ltd.,22.28,1.46,0.32,21.72,22.37,22.37,6.38,10230218752.0,19.486876,14.523503,3512569.0,5535973.0,NYSE,22.05,21.96,1.13,19.716814,2021-01-26T06:55:12.000+0000,459166012.0,1612826399
255,J,Jacobs Engineering Group Inc.,109.13,1.56,1.68,108.05,109.27,116.73,59.29,14184825856.0,108.712814,99.27562,691031.0,687604.0,NYSE,108.29,107.45,,,2021-02-09T13:30:00.000+0000,129980994.0,1612826399
256,JBHT,"J.B. Hunt Transport Services, Inc.",146.02,0.95,1.37,144.03,146.44,156.74,75.29,15427597312.0,142.56032,135.39905,380773.0,674059.0,NASDAQ,145.21,144.65,4.74,30.80591,2021-04-15T10:59:00.000+0000,105654002.0,1612826399
257,JCI,Johnson Controls International plc,51.71,1.29,0.66,50.975,51.76,52.92,22.78,37146963968.0,49.559063,44.06905,2740065.0,4904921.0,NYSE,51.11,51.05,1.242,41.63446,2021-01-29T06:00:07.000+0000,718370991.0,1612826399
258,JKHY,"Jack Henry & Associates, Inc.",158.21,3.47,5.3,153.1,158.78,200.98,123.64,12073986048.0,155.95312,162.57657,1092058.0,533332.0,NASDAQ,153.49,152.91,3.889,40.68141,2021-02-08T21:00:00.000+0000,76316200.0,1612826399
259,JNJ,Johnson & Johnson,164.92,0.29,0.47,163.88,165.921,173.65,109.16,434158469120.0,160.00937,150.50496,6023565.0,8305665.0,NYSE,165.03,164.45,5.509,29.936468,2021-04-20T12:30:00.000+0000,2632539832.0,1612826399
260,JNPR,"Juniper Networks, Inc.",25.15,2.44,0.6,24.64,25.18,27.83,15.2,8292860416.0,23.991251,23.03927,3261286.0,4312906.0,NYSE,24.73,24.55,0.77,32.66234,2021-01-28T16:15:00.000+0000,329736001.0,1612826399
261,JPM,JPMorgan Chase & Co.,140.14,1.57,2.16,138.18,140.3,142.75,76.91,427342921728.0,131.82968,111.06693,10121984.0,14773444.0,NYSE,138.2,137.98,8.88,15.781531,2021-04-14T12:30:00.000+0000,3049400041.0,1612826399
262,JWN,"Nordstrom, Inc.",34.78,2.11,0.72,34.11,35.195,42.22,11.72,5484249088.0,34.401875,21.315985,2971087.0,8597091.0,NYSE,34.23,34.06,-3.39,,2021-03-02T10:59:00.000+0000,157683988.0,1612826399
263,K,Kellogg Company,57.74,-0.5,-0.29,57.21,58.22,72.88,52.66,19845988352.0,60.031563,64.52263,3167531.0,2632291.0,NYSE,58.17,58.03,3.452,16.726536,2021-02-11T13:30:00.000+0000,343712995.0,1612826399
264,KEY,KeyCorp,18.92,1.88,0.35,18.59,18.92,20.12,7.45,18461624320.0,17.486876,14.362117,4406879.0,8529091.0,NYSE,18.6,18.57,1.274,14.8508625,2021-04-20T12:30:00.000+0000,975772956.0,1612826399
265,KEYS,"Keysight Technologies, Inc.",144.7,1.22,1.75,143.345,144.96,153.21,77.93,26926497792.0,140.46469,114.11139,1004668.0,1447047.0,NYSE,144.0,142.95,3.31,43.71601,2021-02-18T21:00:00.000+0000,186084988.0,1612826399
266,KHC,The Kraft Heinz Company,33.91,0.33,0.11,33.61,34.02,36.369,19.99,41459044352.0,33.61703,32.923176,4865987.0,6181019.0,NASDAQ,33.92,33.8,-0.404,,2021-02-11T13:30:00.000+0000,1222620004.0,1612826399
267,KIM,Kimco Realty Corporation,17.05,1.97,0.33,16.66,17.1,19.84,7.45,7374107648.0,15.794375,13.223285,3387428.0,5088781.0,NYSE,16.76,16.72,2.019,8.444774,2021-02-11T13:30:00.000+0000,432498982.0,1612826399
268,KLAC,KLA Corporation,302.26,4.94,14.23,288.66,302.58,317.6,110.19,46570713088.0,282.77438,230.23941,997467.0,988403.0,NASDAQ,289.94,288.03,8.743,34.57166,2021-02-03T16:05:06.000+0000,154075012.0,1612826399
269,KMB,Kimberly-Clark Corporation,132.19,0.02,0.02,131.17,132.67,160.16,110.66,44772753408.0,133.03876,143.14189,1450807.0,2237693.0,NYSE,132.19,132.17,6.87,19.24163,2021-01-25T07:30:05.000+0000,338700003.0,1612826399
270,KMI,"Kinder Morgan, Inc.",14.73,4.1,0.58,14.22,14.795,22.58,9.42,33345626112.0,14.475625,13.731168,16729747.0,19650244.0,NYSE,14.26,14.15,0.05,294.59998,2021-01-20T16:05:00.000+0000,2263789960.0,1612826399
271,KMX,"CarMax, Inc.",126.85,0.54,0.68,126.53,128.55,128.58,37.59,20618323968.0,108.44937,100.31818,723907.0,1584649.0,NYSE,126.53,126.17,4.551,27.872993,2021-04-01T12:30:00.000+0000,162540985.0,1612826399
272,KO,The Coca-Cola Company,49.92,0.54,0.27,49.49,50.17,60.13,36.27,214527705088.0,50.56125,50.283794,17824530.0,18129368.0,NYSE,49.96,49.65,1.93,25.865284,2021-02-10T13:30:00.000+0000,4297429990.0,1612826399
273,KR,The Kroger Co.,33.28,0.39,0.13,33.1,33.63,42.99,27.06,25337626624.0,32.926876,33.44372,8821698.0,12908114.0,NYSE,33.22,33.15,3.736,8.907923,2020-12-03T08:00:09.000+0000,761346954.0,1612826399
274,KSS,Kohl's Corporation,51.09,3.15,1.56,49.47,51.46,51.46,10.89,8060725248.0,43.07375,28.891314,3372376.0,6989714.0,NYSE,49.94,49.53,-1.565,,2021-03-02T13:30:00.000+0000,157775010.0,1612826399
275,KSU,Kansas City Southern,203.95,-2.5,-5.23,202.025,209.73,223.59,92.86,18528407552.0,208.23438,189.07022,907308.0,829014.0,NYSE,209.46,209.18,6.54,31.185015,2021-01-22T08:00:00.000+0000,90847794.0,1612826399
276,L,Loews Corporation,48.42,1.3,0.62,47.2238,48.85,56.88,27.33,13309349888.0,45.92125,39.865547,739369.0,913042.0,NYSE,48.59,47.8,-3.892,,2021-02-08T13:30:00.000+0000,274872984.0,1612826399
277,LB,"L Brands, Inc.",50.78,2.81,1.39,49.2106,51.04,51.04,8.0,14122374144.0,42.8125,34.504234,3298734.0,4766265.0,NYSE,49.99,49.39,-0.756,,2021-02-24T21:00:00.000+0000,278108983.0,1612826399
278,LDOS,"Leidos Holdings, Inc.",108.09,1.25,1.33,106.91,109.02,125.84,68.0,15383475200.0,106.15281,96.03467,621107.0,772055.0,NYSE,107.36,106.76,4.26,25.373238,2021-02-23T13:30:00.000+0000,142320984.0,1612826399
279,LEG,"Leggett & Platt, Incorporated",43.66,1.49,0.64,43.44,44.28,46.14,22.03,5785779712.0,43.17344,42.283066,1447086.0,1018270.0,NYSE,43.47,43.02,1.7,25.682352,2021-05-03T20:00:00.000+0000,132519004.0,1612826399
280,LEN,Lennar Corporation,95.22,4.68,4.26,91.31,95.6,95.6,25.42,29064953856.0,80.21437,77.381096,4116629.0,2788488.0,NYSE,91.31,90.96,7.846,12.13612,2020-12-16T17:00:04.000+0000,305240011.0,1612826399
281,LH,Laboratory Corporation of America Holdings,225.97,-0.26,-0.58,223.51,229.68,237.88,98.02,22009477120.0,217.49625,199.07394,642206.0,674780.0,NYSE,228.82,226.55,8.622,26.208538,2021-02-11T13:30:00.000+0000,97399996.0,1612826399
282,LHX,"L3Harris Technologies, Inc.",186.27,1.88,3.44,182.06,186.69,230.99,142.01,39137562624.0,183.49094,181.07387,1258410.0,1329224.0,NYSE,183.68,182.83,7.351,25.33941,2021-01-29T06:30:00.000+0000,210112002.0,1612826399
283,LIN,Linde plc,257.34,-0.01,-0.03,255.63,259.98,274.58,146.71,135066697728.0,257.79156,247.80577,1748287.0,1748550.0,NYSE,259.12,257.37,4.708,54.66015,2021-02-05T10:59:00.000+0000,524856990.0,1612826399
284,LKQ,LKQ Corporation,38.24,0.87,0.33,37.88,38.41,40.04,13.31,11638153216.0,36.860313,33.34569,1285430.0,1774613.0,NASDAQ,38.01,37.91,1.958,19.530134,2020-10-29T06:00:11.000+0000,304345011.0,1612826399
285,LLY,Eli Lilly and Company,205.77,1.98,4.0,201.91,206.43,218.0,117.06,196835885056.0,186.02063,157.64716,2908822.0,4506929.0,NYSE,202.38,201.77,6.788,30.31379,2021-04-27T12:30:00.000+0000,956582034.0,1612826399
286,LMT,Lockheed Martin Corporation,337.84,0.24,0.8,335.2,339.5,442.53,266.11,94630002688.0,341.88968,369.7286,1544548.0,1703662.0,NYSE,339.01,337.04,24.304,13.900592,2021-01-26T07:30:06.000+0000,280103015.0,1612826399
287,LNC,Lincoln National Corporation,52.55,2.88,1.47,51.17,52.59,61.96,16.11,10156075008.0,49.9925,41.42022,1898100.0,1861381.0,NYSE,51.6,51.08,2.56,20.527344,2021-02-03T16:15:00.000+0000,193264986.0,1612826399
288,LNT,Alliant Energy Corporation,49.06,-1.25,-0.62,48.95,50.0,60.28,37.66,12253274112.0,49.628437,52.74467,838435.0,1210860.0,NASDAQ,49.67,49.68,2.686,18.265078,2021-02-18T21:00:00.000+0000,249760989.0,1612826399
289,LOW,"Lowe's Companies, Inc.",179.17,2.37,4.14,175.51,179.21,180.67,60.0,131281977344.0,167.13594,162.10423,3417481.0,5102821.0,NYSE,175.98,175.03,7.069,25.345877,2020-11-18T06:00:08.000+0000,732722986.0,1612826399
290,LRCX,Lam Research Corporation,532.78,4.52,23.02,514.16,533.35,585.42,181.38,76138528768.0,513.64185,412.32483,1436408.0,1445334.0,NASDAQ,515.0,509.76,20.136,26.45908,2021-01-27T16:05:00.000+0000,142908008.0,1612826399
291,LUV,Southwest Airlines Co.,52.24,4.38,2.19,50.21,53.29,58.83,22.47,30846361600.0,46.58625,41.35219,11351267.0,8348740.0,NYSE,50.52,50.05,-5.441,,2021-04-22T12:30:00.000+0000,590473997.0,1612826399
292,LVS,Las Vegas Sands Corp.,55.3,-0.49,-0.27,54.0332,55.58,71.38,33.3,42239684608.0,55.181564,51.5854,8161008.0,6006959.0,NYSE,55.45,55.57,-2.21,,2021-01-27T16:10:05.000+0000,763827931.0,1612826399
293,LW,"Lamb Weston Holdings, Inc.",79.71,0.26,0.21,78.34,80.16,96.32,39.06,11665957888.0,77.07531,70.323944,529829.0,925868.0,NYSE,79.53,79.5,2.02,39.460396,2021-01-07T08:30:00.000+0000,146355011.0,1612826399
294,LYB,LyondellBasell Industries N.V.,95.52,2.42,2.26,93.7,95.868,99.86,33.71,31895943168.0,91.94406,79.198975,1102093.0,1829701.0,NYSE,94.09,93.26,4.24,22.528303,2021-01-29T13:30:00.000+0000,333919003.0,1612826399
295,LYV,"Live Nation Entertainment, Inc.",76.39,2.76,2.05,74.32,76.76,78.0,21.7,16302923776.0,72.13219,60.955692,1432603.0,2699893.0,NYSE,75.0,74.34,-6.968,,2020-11-05T16:03:06.000+0000,213416989.0,1612826399
296,M,"Macy's, Inc.",15.52,2.99,0.45,15.22,15.76,22.3,4.38,4818618880.0,13.003437,8.7659855,13556464.0,31518047.0,NYSE,15.3,15.07,-12.118,,2020-11-19T06:55:00.000+0000,310478021.0,1612826399
297,MA,Mastercard Incorporated,337.03,-0.51,-1.72,335.53,341.49,367.25,199.99,335161163776.0,336.83844,332.93927,2651465.0,4067952.0,NYSE,340.0,338.75,6.37,52.90895,2021-01-28T08:00:02.000+0000,994454986.0,1612826399
298,MAA,"Mid-America Apartment Communities, Inc.",135.49,0.57,0.77,133.77,136.15,148.88,82.0,16046217216.0,128.95406,121.90088,735826.0,683313.0,NYSE,134.72,134.72,2.19,61.86758,2021-02-03T16:50:12.000+0000,118431008.0,1612826399
299,MAR,"Marriott International, Inc.",129.09,-0.3,-0.39,126.7,130.82,150.97,46.56,41868017664.0,125.781876,109.51796,2050860.0,2624449.0,NASDAQ,130.15,129.48,0.538,239.94423,2021-02-18T13:30:00.000+0000,324331998.0,1612826399
300,MAS,Masco Corporation,57.33,1.61,0.91,56.94,57.83,60.16,27.04,15001885696.0,55.702812,56.023285,1910394.0,2097468.0,NYSE,56.99,56.42,5.468,10.484638,2021-02-09T07:00:00.000+0000,261676011.0,1612826399
301,MCD,McDonald's Corporation,211.58,-0.47,-1.0,209.96,212.99,231.91,124.23,157650583552.0,211.46156,213.81606,2694967.0,3349173.0,NYSE,212.53,212.58,6.306,33.55217,2021-01-28T07:00:09.000+0000,745110991.0,1612826399
302,MCHP,Microchip Technology Incorporated,152.47,4.83,7.03,146.56,152.69,155.36,53.15,41054380032.0,143.29094,120.67438,2439319.0,1965155.0,NASDAQ,146.34,145.44,1.258,121.20032,2021-02-04T15:46:48.000+0000,269262019.0,1612826399
303,MCK,McKesson Corporation,183.8,0.4,0.74,181.11,183.85,187.67,112.6,29254895616.0,179.27094,164.12196,914096.0,1136888.0,NYSE,182.23,183.06,-25.423,,2021-02-02T07:00:01.000+0000,159167006.0,1612826399
304,MCO,Moody's Corporation,278.39,0.51,1.42,276.18,280.315,305.96,164.19,52281643008.0,275.79782,280.33286,729180.0,798229.0,NYSE,278.51,276.97,9.605,28.983866,2021-02-12T13:30:00.000+0000,187800004.0,1612826399
305,MDLZ,"Mondelez International, Inc.",56.02,-0.34,-0.19,55.775,56.44,60.0,41.19,79106400256.0,57.13156,56.94066,5066128.0,6376598.0,NASDAQ,56.11,56.21,2.47,22.680162,2021-01-28T16:05:00.000+0000,1412109965.0,1612826399
306,MDT,Medtronic plc,118.07,-0.28,-0.33,117.6,118.77,120.18,72.13,158924570624.0,116.136246,108.443504,4779551.0,4402032.0,NYSE,118.38,118.4,2.74,43.09124,2021-02-23T14:30:00.000+0000,1346019909.0,1612826399
307,MET,"MetLife, Inc.",54.18,3.04,1.6,52.76,54.26,54.26,22.85,48377319424.0,48.94719,42.635254,7772742.0,5736542.0,NYSE,52.76,52.58,5.68,9.538733,2021-02-03T16:15:00.000+0000,892899952.0,1612826399
308,MGM,MGM Resorts International,35.6,3.94,1.35,34.51,35.7,35.7,5.9,17584228352.0,30.619062,24.809488,9350072.0,9540501.0,NYSE,34.93,34.25,2.947,12.080081,2021-02-10T21:00:00.000+0000,493938999.0,1612826399
309,MHK,"Mohawk Industries, Inc.",153.1,0.38,0.58,150.935,154.36,154.36,56.62,10900505600.0,145.06375,114.89642,526445.0,557821.0,NYSE,152.69,152.52,49.89534,3.068423,2021-02-11T21:00:00.000+0000,71198600.0,1612826399
310,MKC,"McCormick & Company, Incorporated",90.83,0.6,0.54,89.7093,91.2,105.535,56.115,24238620672.0,92.748436,95.7715,858792.0,1163827.0,NYSE,90.91,90.29,2.78,32.672665,2021-01-28T06:30:05.000+0000,266856993.0,1612826399
311,MKTX,MarketAxess Holdings Inc.,569.72,-0.34,-1.94,563.33,576.1299,606.45,275.5,21628563456.0,547.6222,522.0917,168641.0,305101.0,NASDAQ,572.32,571.66,7.85,72.57579,2021-01-27T06:30:00.000+0000,37963497.0,1612826399
312,MLM,"Martin Marietta Materials, Inc.",300.91,1.11,3.31,297.57,303.32,319.01,135.08,18738929664.0,294.01688,254.30577,463199.0,535200.0,NYSE,300.0,297.6,10.697,28.130318,2021-02-09T13:30:00.000+0000,62274200.0,1612826399
313,MMC,"Marsh & McLennan Companies, Inc.",113.87,0.24,0.27,112.825,114.1,120.97,74.33,57845960704.0,112.74062,114.13197,1346025.0,1740639.0,NYSE,113.42,113.6,3.94,28.901016,2021-01-28T07:00:00.000+0000,508000006.0,1612826399
314,MMM,3M Company,180.76,0.98,1.75,179.17,180.87,187.27,114.04,104678121472.0,172.89906,167.50438,2354751.0,2845618.0,NYSE,179.3,179.01,9.25,19.54162,2021-01-26T06:30:08.000+0000,579100030.0,1612826399
315,MNST,Monster Beverage Corporation,90.88,-0.24,-0.22,90.03,92.1244,95.11,50.06,47977095168.0,90.38469,84.11131,1551825.0,1944616.0,NASDAQ,91.72,91.1,2.219,40.955383,2020-11-05T16:15:01.000+0000,527916980.0,1612826399
316,MO,"Altria Group, Inc.",42.97,1.18,0.5,42.55,43.325,46.68,30.95,79856312320.0,41.63375,41.064743,7158462.0,9314588.0,NYSE,42.55,42.47,2.4,17.904167,2021-04-29T12:30:00.000+0000,1858420114.0,1612826399
317,MOS,The Mosaic Company,29.09,5.21,1.44,28.05,29.29,29.34,6.5,11027727360.0,26.03375,20.384745,4983335.0,5096224.0,NYSE,28.25,27.65,-2.859,,2021-02-17T21:00:00.000+0000,379089975.0,1612826399
318,MPC,Marathon Petroleum Corporation,49.48,3.84,1.83,48.15,49.86,60.35,15.26,32194211840.0,43.751564,37.040657,9359210.0,6722165.0,NYSE,48.22,47.65,-15.284,,2021-02-02T06:40:05.000+0000,650651007.0,1612826399
319,MRK,"Merck & Co., Inc.",75.04,-1.0,-0.76,74.66,76.19,87.8,65.25,189853466624.0,80.49656,81.30241,15940240.0,9352465.0,NYSE,75.85,75.8,2.78,26.992805,2021-04-29T12:30:00.000+0000,2530030206.0,1612826399
320,MRO,Marathon Oil Corporation,8.98,13.1,1.04,8.06,9.06,11.97,3.02,7088730624.0,7.5146875,5.731898,38482304.0,29779559.0,NYSE,8.06,7.94,-1.439,,2021-02-17T21:00:00.000+0000,789390938.0,1612826399
321,MS,Morgan Stanley,74.23,1.38,1.01,73.4,74.29,77.76,27.2,134296920064.0,71.42156,57.580585,8921582.0,11489475.0,NYSE,73.64,73.22,6.46,11.490712,2021-01-20T07:30:00.000+0000,1809200055.0,1612826399
322,MSCI,MSCI Inc.,422.73,-1.65,-7.08,419.955,434.735,455.81,218.65,34917498880.0,425.72876,386.49344,336196.0,472193.0,NYSE,431.49,429.81,7.12,59.372192,2021-01-28T06:45:00.000+0000,82600002.0,1612826399
323,MSFT,Microsoft Corporation,242.47,0.11,0.27,240.81,243.68,245.09,132.52,1828762025984.0,225.23157,215.28839,17420109.0,29247585.0,NASDAQ,243.15,242.2,6.707,36.151783,2021-01-26T16:08:05.000+0000,7542219763.0,1612826399
324,MSI,"Motorola Solutions, Inc.",182.54,0.25,0.45,181.11,183.9,187.49,120.77,30944729088.0,172.04906,162.25467,919407.0,856418.0,NYSE,182.6,182.09,5.45,33.493576,2021-02-04T16:10:00.000+0000,169523004.0,1612826399
325,MTB,M&T Bank Corporation,142.9,1.78,2.5,140.29,143.8,171.05,85.09,18334498816.0,136.48875,114.53861,525679.0,979154.0,NYSE,140.75,140.4,9.94,14.376258,2021-01-21T05:40:28.000+0000,128303001.0,1612826399
326,MTD,Mettler-Toledo International Inc.,1209.27,1.18,14.07,1189.12,1213.89,1271.67,579.4,28774096896.0,1190.2256,1065.371,123475.0,130488.0,NYSE,1197.62,1195.2,24.91,48.545567,2021-02-04T16:10:04.000+0000,23794601.0,1612826399
327,MU,"Micron Technology, Inc.",84.01,3.59,2.91,81.64,84.06,87.25,31.13,93979467776.0,77.7425,59.27511,11787816.0,18079991.0,NASDAQ,81.7452,81.1,2.651,31.689928,2021-03-31T20:00:00.000+0000,1118670013.0,1612826399
